0;13.5628941950619;_a4_;{'d0': {'_a4_': 0.4899762030460544, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 4.816684445098421};27.1257883901237;0.0
16495;-15.0956319996765;sin(((x * _a5_) * -((_a4_ + _a4_))));{'d0': {'_a4_': 36482.69716520842, '_a5_': -2.016770035968025e-05, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038059491498};-81.7003656217689;25.754550811207864
16496;-15.0956319996765;sin(((x * _a5_) * -((_a4_ + _a4_))));{'d0': {'_a4_': 36482.69716520842, '_a5_': -2.016770035968025e-05, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038059491498};-81.7003656217689;25.754550811207864
16497;-15.0955854829299;sin(((x * _a5_) * -((_a4_ + x))));{'d0': {'_a4_': 117374.47940944841, '_a5_': -1.253710503175353e-05, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335049432903881};-81.7002725882757;25.754550811207864
16498;-15.0955854829299;sin(((x * _a5_) * -((_a4_ + x))));{'d0': {'_a4_': 117374.47940944841, '_a5_': -1.253710503175353e-05, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335049432903881};-81.7002725882757;25.754550811207864
16499;-15.0955854829299;sin(((x * _a5_) * -((_a4_ + x))));{'d0': {'_a4_': 117374.47940944841, '_a5_': -1.253710503175353e-05, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335049432903881};-81.7002725882757;25.754550811207864
16500;-15.0955854829299;sin(((x * _a5_) * -((_a4_ + x))));{'d0': {'_a4_': 117374.47940944841, '_a5_': -1.253710503175353e-05, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335049432903881};-81.7002725882757;25.754550811207864
16501;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16502;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16503;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16504;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16505;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16506;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16507;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16508;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16509;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16510;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16511;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16512;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16513;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16514;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16515;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16516;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16517;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16518;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16519;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16520;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16521;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16522;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16523;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16524;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16525;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16526;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16527;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16528;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16529;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16530;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16531;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16532;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16533;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16534;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16535;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16536;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16537;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16538;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16539;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16540;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16541;-15.6763699735570;sin(((x * _a5_) * -(sqrt(_a2_))));{'d0': {'_a2_': 19207.610855426028, '_a5_': -0.010617746813967011, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038075293496};-81.7003654925099;25.173812772697865
16542;-16.1392503469370;sin(((x * _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -36.81965984388167, '_a5_': 0.1999146743139042, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038074805719};-81.7003654964999;24.710932401312864
16543;-16.1392503469370;sin(((x * _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -36.81965984388167, '_a5_': 0.1999146743139042, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038074805719};-81.7003654964999;24.710932401312864
16544;-16.1392503469370;sin(((x * _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -36.81965984388167, '_a5_': 0.1999146743139042, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038074805719};-81.7003654964999;24.710932401312864
16545;-16.1392503469370;sin(((x * _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -36.81965984388167, '_a5_': 0.1999146743139042, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038074805719};-81.7003654964999;24.710932401312864
16546;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16547;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16548;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16549;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16550;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16551;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16552;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16553;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16554;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16555;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16556;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16557;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16558;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16559;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16560;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16561;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16562;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16563;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16564;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16565;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16566;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16567;-15.1154369094795;sin(((x + _a5_) * -((_a0_ * _a5_))));{'d0': {'_a0_': -345.4656731885314, '_a5_': 0.00421709211133549, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197331931205};-81.7399754413748;25.754550811207864
16568;-15.0974494571905;sin(((x + _a5_) * pow2((_a0_ * _a5_))));{'d0': {'_a0_': -286.1900353746073, '_a5_': 0.004217454990110352, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197366123973};-81.7399751614961;25.772538123557474
16569;-15.0974494571905;sin(((x + _a5_) * pow2((_a0_ * _a5_))));{'d0': {'_a0_': -286.1900353746073, '_a5_': 0.004217454990110352, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197366123973};-81.7399751614961;25.772538123557474
16570;-15.0974494571905;sin(((x + _a5_) * pow2((_a0_ * _a5_))));{'d0': {'_a0_': -286.1900353746073, '_a5_': 0.004217454990110352, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197366123973};-81.7399751614961;25.772538123557474
16571;-15.0974494571905;sin(((x + _a5_) * pow2((_a0_ * _a5_))));{'d0': {'_a0_': -286.1900353746073, '_a5_': 0.004217454990110352, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197366123973};-81.7399751614961;25.772538123557474
16572;-15.0974494571905;sin(((x + _a5_) * pow2((_a0_ * _a5_))));{'d0': {'_a0_': -286.1900353746073, '_a5_': 0.004217454990110352, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197366123973};-81.7399751614961;25.772538123557474
16573;-15.0974494571905;sin(((x + _a5_) * pow2((_a0_ * _a5_))));{'d0': {'_a0_': -286.1900353746073, '_a5_': 0.004217454990110352, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7330197366123973};-81.7399751614961;25.772538123557474
