0;16.0437314659039;_a7_;{'d0': {'_a7_': 0.48823217841557354, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 5.231930825293317};32.0874629318078;0.0
12893;25.2654091653914;pow2((((_a5_ ** -((_a1_ * y))) ** _a6_) * _a6_));{'d0': {'_a1_': 0.35224911664576236, '_a5_': 793.1305837925404, '_a6_': -0.4498858281450483, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a7_': 1.0}};{'d0': 2.2651230987643496};-9.95292515796592;30.2418717443744
12894;25.2654091653914;pow2((((_a5_ ** -((_a1_ * y))) ** _a6_) * _a6_));{'d0': {'_a1_': 0.35224911664576236, '_a5_': 793.1305837925404, '_a6_': -0.4498858281450483, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a7_': 1.0}};{'d0': 2.2651230987643496};-9.95292515796592;30.2418717443744
12895;25.2654091653914;pow2((((_a5_ ** -((_a1_ * y))) ** _a6_) * _a6_));{'d0': {'_a1_': 0.35224911664576236, '_a5_': 793.1305837925404, '_a6_': -0.4498858281450483, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a7_': 1.0}};{'d0': 2.2651230987643496};-9.95292515796592;30.2418717443744
12896;-2.43112274091545;(y + _a4_);{'d0': {'_a4_': 0.11948217841476905, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3200727680856836};-16.7034475798909;5.920601049030008
12897;-2.43112274091545;(y + _a4_);{'d0': {'_a4_': 0.11948217841476905, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3200727680856836};-16.7034475798909;5.920601049030008
12898;-2.43112274091545;(y + _a4_);{'d0': {'_a4_': 0.11948217841476905, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3200727680856836};-16.7034475798909;5.920601049030008
12899;-2.43112274091545;(y + _a4_);{'d0': {'_a4_': 0.11948217841476905, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3200727680856836};-16.7034475798909;5.920601049030008
12900;-2.43112274091545;(y + _a4_);{'d0': {'_a4_': 0.11948217841476905, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3200727680856836};-16.7034475798909;5.920601049030008
12901;-2.43112274091545;(y + _a4_);{'d0': {'_a4_': 0.11948217841476905, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3200727680856836};-16.7034475798909;5.920601049030008
12902;-2.43112274091545;(y + _a4_);{'d0': {'_a4_': 0.11948217841476905, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3200727680856836};-16.7034475798909;5.920601049030008
12903;-2.43112274091545;(y + _a4_);{'d0': {'_a4_': 0.11948217841476905, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3200727680856836};-16.7034475798909;5.920601049030008
12904;-2.43112274091545;(y + _a4_);{'d0': {'_a4_': 0.11948217841476905, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3200727680856836};-16.7034475798909;5.920601049030008
12905;-2.43112274091545;(y + _a4_);{'d0': {'_a4_': 0.11948217841476905, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3200727680856836};-16.7034475798909;5.920601049030008
12906;-2.43112274091545;(y + _a4_);{'d0': {'_a4_': 0.11948217841476905, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3200727680856836};-16.7034475798909;5.920601049030008
12907;-2.43112274091545;(y + _a4_);{'d0': {'_a4_': 0.11948217841476905, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3200727680856836};-16.7034475798909;5.920601049030008
12908;-2.43112274091545;(y + _a4_);{'d0': {'_a4_': 0.11948217841476905, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3200727680856836};-16.7034475798909;5.920601049030008
12909;-2.43112274091545;(y + _a4_);{'d0': {'_a4_': 0.11948217841476905, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3200727680856836};-16.7034475798909;5.920601049030008
12910;-2.43112274091545;(y + _a4_);{'d0': {'_a4_': 0.11948217841476905, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3200727680856836};-16.7034475798909;5.920601049030008
12911;-2.43112274091545;(y + _a4_);{'d0': {'_a4_': 0.11948217841476905, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3200727680856836};-16.7034475798909;5.920601049030008
12912;-2.43112274091545;(y + _a4_);{'d0': {'_a4_': 0.11948217841476905, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.3200727680856836};-16.7034475798909;5.920601049030008
12913;-0.251661038876825;(y ** _a0_);{'d0': {'_a0_': 0.6893437385737724, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.4338694672871006};-13.8304187699537;6.663548346100002
12914;-0.251661038876825;(y ** _a0_);{'d0': {'_a0_': 0.6893437385737724, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.4338694672871006};-13.8304187699537;6.663548346100002
12915;-0.251661038876825;(y ** _a0_);{'d0': {'_a0_': 0.6893437385737724, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.4338694672871006};-13.8304187699537;6.663548346100002
12916;-0.251661038876825;(y ** _a0_);{'d0': {'_a0_': 0.6893437385737724, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.4338694672871006};-13.8304187699537;6.663548346100002
12917;-0.251661038876825;(y ** _a0_);{'d0': {'_a0_': 0.6893437385737724, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.4338694672871006};-13.8304187699537;6.663548346100002
12918;-0.251661038876825;(y ** _a0_);{'d0': {'_a0_': 0.6893437385737724, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.4338694672871006};-13.8304187699537;6.663548346100002
12919;-0.251661038876825;(y ** _a0_);{'d0': {'_a0_': 0.6893437385737724, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.4338694672871006};-13.8304187699537;6.663548346100002
12920;-0.251661038876825;(y ** _a0_);{'d0': {'_a0_': 0.6893437385737724, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.4338694672871006};-13.8304187699537;6.663548346100002
12921;-0.251661038876825;(y ** _a0_);{'d0': {'_a0_': 0.6893437385737724, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.4338694672871006};-13.8304187699537;6.663548346100002
12922;-0.251661038876825;(y ** _a0_);{'d0': {'_a0_': 0.6893437385737724, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.4338694672871006};-13.8304187699537;6.663548346100002
12923;-0.251661038876825;(y ** _a0_);{'d0': {'_a0_': 0.6893437385737724, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.4338694672871006};-13.8304187699537;6.663548346100002
12924;-0.251661038876825;(y ** _a0_);{'d0': {'_a0_': 0.6893437385737724, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.4338694672871006};-13.8304187699537;6.663548346100002
12925;-0.251661038876825;(y ** _a0_);{'d0': {'_a0_': 0.6893437385737724, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.4338694672871006};-13.8304187699537;6.663548346100002
12926;-0.251661038876825;(y ** _a0_);{'d0': {'_a0_': 0.6893437385737724, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.4338694672871006};-13.8304187699537;6.663548346100002
12927;-0.128201272873441;(y / _a0_);{'d0': {'_a0_': 0.8028668348941431, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.5152517780462813};-11.8569860785517;5.800291766402402
12928;-0.128201272873441;(y / _a0_);{'d0': {'_a0_': 0.8028668348941431, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.5152517780462813};-11.8569860785517;5.800291766402402
12929;-0.128201272873441;(y / _a0_);{'d0': {'_a0_': 0.8028668348941431, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.5152517780462813};-11.8569860785517;5.800291766402402
12930;16.2768389179071;(-(log(_a2_)) * ((_a2_ * _a2_) + x));{'d0': {'_a2_': 0.3784368703333956, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.330287193618205};-16.4398694815946;24.49677365870438
12931;16.2768389179071;(-(log(_a2_)) * ((_a2_ * _a2_) + x));{'d0': {'_a2_': 0.3784368703333956, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.330287193618205};-16.4398694815946;24.49677365870438
12932;16.2768389179071;(-(log(_a2_)) * ((_a2_ * _a2_) + x));{'d0': {'_a2_': 0.3784368703333956, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.330287193618205};-16.4398694815946;24.49677365870438
12933;16.2768389179071;(-(log(_a2_)) * ((_a2_ * _a2_) + x));{'d0': {'_a2_': 0.3784368703333956, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.330287193618205};-16.4398694815946;24.49677365870438
12934;16.2768389179071;(-(log(_a2_)) * ((_a2_ * _a2_) + x));{'d0': {'_a2_': 0.3784368703333956, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.330287193618205};-16.4398694815946;24.49677365870438
12935;16.2768389179071;(-(log(_a2_)) * ((_a2_ * _a2_) + x));{'d0': {'_a2_': 0.3784368703333956, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.330287193618205};-16.4398694815946;24.49677365870438
12936;16.2768389179071;(-(log(_a2_)) * ((_a2_ * _a2_) + x));{'d0': {'_a2_': 0.3784368703333956, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.330287193618205};-16.4398694815946;24.49677365870438
12937;16.2768389179071;(-(log(_a2_)) * ((_a2_ * _a2_) + x));{'d0': {'_a2_': 0.3784368703333956, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.330287193618205};-16.4398694815946;24.49677365870438
12938;16.2768389179071;(-(log(_a2_)) * ((_a2_ * _a2_) + x));{'d0': {'_a2_': 0.3784368703333956, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.330287193618205};-16.4398694815946;24.49677365870438
12939;16.2768389179071;(-(log(_a2_)) * ((_a2_ * _a2_) + x));{'d0': {'_a2_': 0.3784368703333956, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.330287193618205};-16.4398694815946;24.49677365870438
12940;16.2768389179071;(-(log(_a2_)) * ((_a2_ * _a2_) + x));{'d0': {'_a2_': 0.3784368703333956, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.330287193618205};-16.4398694815946;24.49677365870438
12941;16.2768389179071;(-(log(_a2_)) * ((_a2_ * _a2_) + x));{'d0': {'_a2_': 0.3784368703333956, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.330287193618205};-16.4398694815946;24.49677365870438
12942;16.2768389179071;(-(log(_a2_)) * ((_a2_ * _a2_) + x));{'d0': {'_a2_': 0.3784368703333956, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.330287193618205};-16.4398694815946;24.49677365870438
12943;16.2768389179071;(-(log(_a2_)) * ((_a2_ * _a2_) + x));{'d0': {'_a2_': 0.3784368703333956, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.330287193618205};-16.4398694815946;24.49677365870438
12944;16.2768389179071;(-(log(_a2_)) * ((_a2_ * _a2_) + x));{'d0': {'_a2_': 0.3784368703333956, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.330287193618205};-16.4398694815946;24.49677365870438
12945;16.2768389179071;(-(log(_a2_)) * ((_a2_ * _a2_) + x));{'d0': {'_a2_': 0.3784368703333956, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.330287193618205};-16.4398694815946;24.49677365870438
12946;16.2768389179071;(-(log(_a2_)) * ((_a2_ * _a2_) + x));{'d0': {'_a2_': 0.3784368703333956, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.330287193618205};-16.4398694815946;24.49677365870438
12947;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12948;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12949;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12950;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12951;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12952;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12953;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12954;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12955;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12956;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12957;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12958;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12959;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12960;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12961;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12962;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12963;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12964;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12965;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12966;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12967;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12968;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12969;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12970;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12971;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12972;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12973;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12974;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12975;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12976;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12977;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12978;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
12979;5.61674553148630;((y ** _a0_) / _a0_);{'d0': {'_a0_': 0.8673181574329925, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.439401830228386};-13.6941891620322;12.463840112502401
