0;19.6574702640870;_a6_;{'d0': {'_a6_': 0.49915563956523623, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 5.901687650940423};39.3149405281739;0.0
818;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
819;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
820;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
821;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
822;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
823;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
824;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
825;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
826;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
827;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
828;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
829;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
830;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
831;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
832;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
833;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
834;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
835;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
836;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
837;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
838;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
839;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
840;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
841;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
842;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
843;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
844;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
845;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
846;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
847;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
848;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
849;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
850;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
851;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
852;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
853;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
854;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
855;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
856;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
857;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
858;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
859;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
860;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
861;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
862;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
863;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
864;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
865;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
866;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
867;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
868;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
869;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
870;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
871;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
872;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
873;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
874;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
875;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
876;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
877;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
878;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
879;-1.04346734347871;(x + _a3_);{'d0': {'_a3_': 0.13040563956443174, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.429908811836335};-13.9281367850174;5.92060104903
880;-1.04346734347871;(x + _a3_);{'d0': {'_a3_': 0.13040563956443174, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.429908811836335};-13.9281367850174;5.92060104903
881;-1.04346734347871;(x + _a3_);{'d0': {'_a3_': 0.13040563956443174, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.429908811836335};-13.9281367850174;5.92060104903
882;-1.04346734347871;(x + _a3_);{'d0': {'_a3_': 0.13040563956443174, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.429908811836335};-13.9281367850174;5.92060104903
883;-1.04346734347871;(x + _a3_);{'d0': {'_a3_': 0.13040563956443174, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.429908811836335};-13.9281367850174;5.92060104903
884;-1.04346734347871;(x + _a3_);{'d0': {'_a3_': 0.13040563956443174, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.429908811836335};-13.9281367850174;5.92060104903
885;-1.04346734347871;(x + _a3_);{'d0': {'_a3_': 0.13040563956443174, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.429908811836335};-13.9281367850174;5.92060104903
886;-1.04346734347871;(x + _a3_);{'d0': {'_a3_': 0.13040563956443174, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.429908811836335};-13.9281367850174;5.92060104903
887;-1.04346734347871;(x + _a3_);{'d0': {'_a3_': 0.13040563956443174, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.429908811836335};-13.9281367850174;5.92060104903
888;-1.04346734347871;(x + _a3_);{'d0': {'_a3_': 0.13040563956443174, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.429908811836335};-13.9281367850174;5.92060104903
889;-1.04346734347871;(x + _a3_);{'d0': {'_a3_': 0.13040563956443174, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.429908811836335};-13.9281367850174;5.92060104903
890;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
891;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
892;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
893;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
894;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
895;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
896;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
897;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
898;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
899;-1.04346734347871;(y + _a7_);{'d0': {'_a7_': 0.13040563956443174, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.429908811836335};-13.9281367850174;5.920601049029999
900;-1.04346734347871;(y + _a7_);{'d0': {'_a7_': 0.13040563956443174, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.429908811836335};-13.9281367850174;5.920601049029999
901;-1.04346734347871;(y + _a7_);{'d0': {'_a7_': 0.13040563956443174, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.429908811836335};-13.9281367850174;5.920601049029999
902;-1.04346734347871;(y + _a7_);{'d0': {'_a7_': 0.13040563956443174, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.429908811836335};-13.9281367850174;5.920601049029999
903;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
904;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
905;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
906;-1.04346734347871;(y + _a7_);{'d0': {'_a7_': 0.13040563956443174, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 2.429908811836335};-13.9281367850174;5.920601049029999
907;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
908;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
909;-0.216044622523805;(y / _a1_);{'d0': {'_a1_': 0.7733432310151946, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 2.507897612163563};-12.0326727778524;5.800291766402401
