0;7.29904799348758;-(_a3_);{'d0': {'_a3_': 0.5879497563067726, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 3.457777488035447};7.23820166645439;3.6799471602603897
14300;3.46452907233660;pow2(-((cos(x) + _a1_)));{'d0': {'_a1_': -0.1242516497435934, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8031657984845193};-31.8267268042676;19.37789247447037
14301;3.46452907233660;pow2(-((cos(x) + _a1_)));{'d0': {'_a1_': -0.1242516497435934, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8031657984845193};-31.8267268042676;19.37789247447037
14302;3.46452907233660;pow2(-((cos(x) + _a1_)));{'d0': {'_a1_': -0.1242516497435934, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8031657984845193};-31.8267268042676;19.37789247447037
14303;3.46452907233660;pow2(-((cos(x) + _a1_)));{'d0': {'_a1_': -0.1242516497435934, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8031657984845193};-31.8267268042676;19.37789247447037
14304;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14305;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14306;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14307;20.9498658788442;(pow2(pow2(((pow2((x * _a2_)) + _a6_) * pow2(_a6_)))) * _a6_);{'d0': {'_a2_': 0.5301624528730259, '_a6_': -0.9794268778547641, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a7_': 1.0}};{'d0': 1.7846196246085715};-28.3526982381296;35.126214997908995
14308;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14309;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14310;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14311;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14312;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14313;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14314;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14315;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14316;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14317;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14318;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14319;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14320;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14321;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14322;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14323;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14324;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14325;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14326;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14327;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14328;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14329;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14330;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14331;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14332;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14333;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14334;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14335;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14336;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14337;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14338;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14339;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14340;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14341;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14342;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14343;2.32201645678573;pow2(-((cos(x) * _a1_)));{'d0': {'_a1_': -0.865315226014678, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.805921960041859};-31.7350860702913;18.189559491931373
14344;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14345;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14346;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14347;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14348;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14349;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14350;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14351;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14352;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14353;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14354;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14355;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14356;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14357;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14358;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14359;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14360;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14361;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14362;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14363;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14364;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14365;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14366;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14367;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14368;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14369;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14370;55.9790493531390;(_a0_ * exp((((_a0_ * _a2_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-14.8590739092188;63.40858630774838
14371;53.9318770720280;(_a0_ * exp((((_a0_ * _a1_) + (pow2(x) * cos(_a1_))) + sqrt(((_a1_ / _a4_) + (_a3_ * _a1_))))));{'d0': {'_a0_': -8.620488929351619e-62, '_a1_': 7015.176384941404, '_a4_': 0.553659870206284, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.8209927288066077};-18.9534184714409;63.40858630774838
